train.iteration.device,train.iteration.epoch,train.iteration.epoch_step,train.iteration.global_step,train.iteration.batch_id,train.iteration.num_samples,train.iteration.total_time,train.iteration.data_time,train.iteration.data_fetch,train.iteration.data_transform,train.iteration.compute_time,train.iteration.total_ips,train.iteration.compute_ips,train.iteration.loss,train.iteration.top1,train.iteration.top5,train.iteration.cache_hit,train.iteration.timestamp,train.iteration.datetime
0,0,0,0,7526734984950097473,128,1.2906794890004676,0.9484375900065061,0.5021026689937571,0.44348017899756087,0.3422418989939615,99.17256847331339,374.0044698684261,6.90775728225708,0.0,100.0,False,2024-02-15 02:30:28.873,1707964228.873975
0,0,1,1,6884325399360671729,128,1.0889271409978392,0.9298652959987521,0.4192799059965182,0.5091429649983183,0.15906184499908704,117.54689104608698,804.7184414385151,0.0,100.0,100.0,False,2024-02-15 02:30:29.984,1707964229.984574
0,0,2,2,5409758499715205859,128,0.9043310189954354,0.8282910069974605,0.43595922599342884,0.39096322300611064,0.07604001199797494,141.54109204634733,1683.3243004144822,0.0,100.0,100.0,False,2024-02-15 02:30:30.908,1707964230.908151
0,0,3,3,4497380678392489381,128,0.8049763980015996,0.7286684330028947,0.32464089400309604,0.40263419700204395,0.07630796499870485,159.01087326009483,1677.4133604817337,0.0,100.0,100.0,False,2024-02-15 02:30:31.734,1707964231.734845
