train.iteration.device,train.iteration.epoch,train.iteration.epoch_step,train.iteration.global_step,train.iteration.batch_id,train.iteration.num_samples,train.iteration.total_time,train.iteration.data_time,train.iteration.data_fetch,train.iteration.data_transform,train.iteration.compute_time,train.iteration.total_ips,train.iteration.compute_ips,train.iteration.loss,train.iteration.top1,train.iteration.top5,train.iteration.cache_hit,train.iteration.timestamp,train.iteration.datetime
0,0,0,0,7526734984950097473,128,1.0285100559995044,0.6705221489974065,0.49921781699958956,0.16832319799868856,0.3579879070020979,124.45187021104019,357.55397737290014,6.90775728225708,0.0,100.0,False,2024-02-15 02:36:14.759,1707964574.75921
